,Plantnummer:,Maximale groeihoogte (in CM):,Wintergroen?:,Bloeimaand:,Vochtigheid grond:,Positie in de tuin:,Bladkleur:,Bloemkleur:,Plantenfamilie:,Nederlandse naam:,Geslacht:,Plantdichtheid Aantal planten per m2:,Type,winterhard:,Wat voor soort grond past erbij?:,Bijvriendelijk:,Soort bodem:,Type tuin :,Snoeiperiode:,Giftig:,Groeiwijze klimplant:,Ondersteuning klimplant:,Haagplanten per strekkende meter:,pH waarde:,Stekels:,Planttijd:,Voeding / Bemesting:,Voeding periode:,Maintenance,Maintenance description
306,YAR998,100,Nee,"Juli, Augustus, September",Vochthoudend-vochtig,Lichte / halfschaduw,Groen,"Roze, Blauw",Hydrangeaceae,"Waterstruik, Hortensia",Hydrangea,1,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,,Hoog,Om de struik te verjongen een aantal oude takken (maximaal 1/3 van alle takken) verwijderen door deze tot op 10 cm boven de grond af te knippen. De oude takken zijn te herkennen aan de lichtere kleur hout. Hierdoor groeien er vanaf de afgeknipte takken weer nieuwe scheuten die het volgende jaar weer bloemen geven. Ook de uitgebloeide bloemen kunnen in het voorjaar weggeknipt worden tot aan het punt waar een goede knop te zien is.
307,YAR395,125,Nee,Juli,Vochthoudend-vochtig,Lichte / halfschaduw,Groen,Blauw,Hydrangeaceae,"Waterstruik, Hortensia",Hydrangea,1,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,4.5-7,,,,,Hoog,Om de struik te verjongen een aantal oude takken (maximaal 1/3 van alle takken) verwijderen door deze tot op 10 cm boven de grond af te knippen. De oude takken zijn te herkennen aan de lichtere kleur hout. Hierdoor groeien er vanaf de afgeknipte takken weer nieuwe scheuten die het volgende jaar weer bloemen geven. Ook de uitgebloeide bloemen kunnen in het voorjaar weggeknipt worden tot aan het punt waar een goede knop te zien is.
308,YAR965,150,Nee,"Juli, Augustus",Vochthoudend-vochtig,Halfschaduw,Groen,Roze,Hydrangeaceae,Hortensia (scherm),Hydrangea,,Tuin thema's en Meer,Ja,Zuur tot neutraal,,,,,,,,,,,,,,Hoog,Om de struik te verjongen een aantal oude takken (maximaal 1/3 van alle takken) verwijderen door deze tot op 10 cm boven de grond af te knippen. De oude takken zijn te herkennen aan de lichtere kleur hout. Hierdoor groeien er vanaf de afgeknipte takken weer nieuwe scheuten die het volgende jaar weer bloemen geven. Ook de uitgebloeide bloemen kunnen in het voorjaar weggeknipt worden tot aan het punt waar een goede knop te zien is.
309,YAR2567,600,Ja,"April, Mei",Vochthoudend-vochtig,Lichte schaduw,Groen,wit,Aquifoliaceae,Hulst,Ilex,,Haagplanten,,Zuur tot zwak zuur,,,,,,,,3-4,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
310,YAR3686,50,Ja,"Juni, Juli, Augustus",Droog,Zon,Groen,"Blauw, Paars",Lamiaceae,Hyssop,Hyssopus,,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
311,YAR976,50,Ja,"Juni, Juli, Augustus",Droog,Zon,Groen,Wit,Lamiaceae,Hyssop,Hyssopus,,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
312,YAR2135,30,Nee,"Augustus, Juli, Juni, Mei",Droog-vochthoudend,Zon,Groen,"Wit, Rood",Verbenaceae,Verbena,Verbena,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
313,YAR1501,30,Nee,"Augustus, Juli, Juni, Mei",Droog-vochthoudend,Zon,Groen,Roze,Verbenaceae,Verbena,Verbena,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
314,YAR1381,30,Nee,"Augustus, Juli, Juni, Mei",Droog-vochthoudend,Zon,Groen,Rood,Verbenaceae,Verbena,Verbena,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
315,YAR1126,250,Ja,"April, Mei",Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Taxaceae,Ierse taxus,Taxus,1,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,1,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
316,YAR4072,150,Nee,"Juli, Augustus",Droog,Zon,Groen,Lila,Verbenaceae,Verbena,Verbena,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
317,YAR4016,150,Nee,"Juli, Augustus, September, Oktober",Droog,Zon,Groen,Lila,Verbenaceae,Verbena,Verbena,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
318,YAR222,30,Nee,"Augustus, Mei, Juni, Juli",Droog-vochthoudend,Zon,Groen,"Wit, Rood",Verbenaceae,"Verbena, Ijzerhard",Verbena,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
319,YAR550,80,Nee,"September, Oktober",Droog-vochthoudend,Zon,Groen,"Paars, Blauw",Asteraceae,Aster,Aster,5-7,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft weinig speciale zorg nodig.
320,YAR199,300,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,"Bostuin, Japanse tuin",,,,,,6-8,,,,,Laag,De plant zo weinig mogelijk snoeien.
321,YAR3612,400,Nee,,Vochthoudend-vochtig,"Halfschaduw, Zon","Bruin, Rood",,Aceraceae,Japanse esdoorn,Acer,,Bomen,Ja,Zwak zuur tot licht basisch,Nee,,,,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
322,YAR3251,400,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,"Bruin, Rood",,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,"Bostuin, Japanse tuin",,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
323,YAR1663,300,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,"Bruin, Rood",,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
324,YAR3738,300,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Wit,,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,"Bostuin, Japanse tuin",,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
325,YAR2343,300,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,"Bruin, Rood",,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,"Bostuin, Japanse tuin",,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
326,YAR1912,300,Nee,,Vochthoudend-vochtig,Halfschaduw,Groen,,Aceraceae,Japanse esdoorn,Acer,,Bomen,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
327,YAR512,125,Nee,,Vochthoudend-vochtig,"Halfschaduw, Zon",Rood,,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,Japanse tuin,,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
328,YAR3741,400,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,"Bruin, Rood",,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,"Bostuin, Japanse tuin",,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
329,YAR3673,200,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,"Bruin, Rood",,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
330,YAR1451,400,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,Japanse tuin,,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
331,YAR4025,400,Nee,,Vochthoudend-vochtig,"Halfschaduw, Zon",Groen,,Aceraceae,Japanse esdoorn,Acer,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,Japanse tuin,,,,,,,,,,,Laag,De plant zo weinig mogelijk snoeien.
332,YAR1678,60,Nee,"Mei, Juni",Vochthoudend,Halfschaduw,Groen,"Roze, Rood",Primulaceae,Japanse sleutelbloem,Primula,11-15,Borderplanten,,,Ja,,Alle,,,,,,,,,,,Hoog,"De plant vergt op zandgronden wel werk, omdat de grond nooit te droog of te nat mag zijn. Deze grondsoort moet eerst met klei vermengd worden en daarna worden bedekt met organisch materiaal, zodat de vochtigheid op peil blijft."
333,YAR2497,150,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte / halfschaduw,Groen,Wit,Caprifoliaceae,Japanse sneeuwbal,Viburnum,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
334,YAR3135,200,Nee,"Augustus, September, Oktober",Vochthoudend,Schaduw,Groen,Roze,Polygonaceae,Japanse duizendknoop,Fallopia,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
335,YAR3439,60,Nee,"Oktober, September, Augustus",Vochthoudend,Schaduw,Groen,"Roze, Rood",Polygonaceae,Japanse duizendknoop,Fallopia,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
336,YAR238,125,Ja,,Vochthoudend,Lichte schaduw,"Grijs, Gemengd",,Celastraceae,Japanse kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen."
337,YAR1390,50,Ja,,Vochthoudend-vochtig,Lichte / halfschaduw,Gemengd,,Celastraceae,Japanse kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen."
338,YAR1390,50,Ja,,Vochthoudend-vochtig,Lichte / halfschaduw,Gemengd,,Celastraceae,Japanse kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig.
339,YAR3581,10,Ja,,Droog,Zon,Groen,,Celastraceae,Japanse kardinaalsmuts,Euonymus,11-15,Tuin thema's en Meer,,,,,,,,,,,5.5-8,,,,,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen."
340,YAR2539,30,Ja,,Vochthoudend-vochtig,Lichte / halfschaduw,"Groen, Grijs",,Celastraceae,Japanse kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen."
341,YAR144,500,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Pinaceae,Japanse larix,Larix,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
342,YAR3013,50,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Pinaceae,Japanse larix,Larix,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
343,YAR2790,600,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Pinaceae,Japanse larix,Larix,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
344,YAR4104,500,Nee,April,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Roze,Rosaceae,Japanse sierkers,Prunus,,Bomen,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De boom hoeft niet echt gesnoeid te worden. Om de boom in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de boom te behouden.
345,YAR2470,200,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Wit,Caprifoliaceae,Japanse sneeuwbal,Viburnum,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
346,YAR2587,100,Nee,"Mei, Juni, Augustus, September",Vochthoudend-vochtig,Lichte / halfschaduw,Groen,Wit,Caprifoliaceae,Japanse sneeuwbal,Viburnum,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
347,YAR2395,200,Nee,"Mei, Juni",Droog-vochthoudend,"Halfschaduw, Zon",Groen,Roze,Rosaceae,Japanse wijnbes,Rubus,,Fruitstruiken en moestuinplanten,Tot -20 graden Celsius,Zwak zuur tot licht basisch,Ja,,,,,Ranken,"Spandraad, Trellis",1,,,,,,Gemiddeld,De plant snoeien indien gewenst.
348,YAR1738,1000,Ja,,Vochthoudend,Halfschaduw,"Groen, Rood",,Vitaceae,Japanse wijnstok,Vitis,1-2,Klimplanten,,Neutraal,,,,,,Ranken,"Klimdraad, Spandraad, Multibinder",,,,,,,Gemiddeld,"De plant  hoeft niet gesnoeid te worden, maar het kan wel. De zwaarste takken kunnen in november/december verwijderd worden. Uitbundig groeiende zijtakken kunnen ook in het groeiseizoen gesnoeid worden."
349,YAR3415,30,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,"Bruin, Rood",Geel,Berberidaceae,Japanse zuurbes,Berberis,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,3,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
350,YAR3169,150,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,"Rood, Paars",Geel,Berberidaceae,Japanse berberis,Berberis,3-5,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
351,YAR3184,100,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,"Rood, Paars",Geel,Berberidaceae,Japanse berberis,Berberis,3-5,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
352,YAR1248,150,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,"Bruin, Rood",Geel,Berberidaceae,Japanse zuurbes,Berberis,2-3,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
353,YAR1566,50,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Geel,Berberidaceae,Japanse berberis,Berberis,3-5,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
354,YAR2712,125,Nee,"Mei, Juni",Vochthoudend-vochtig,Lichte schaduw / zon,"Roze, Rood",Geel,Berberidaceae,Japanse berberis,Berberis,2-3,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
355,YAR3929,350,Ja,,Droog-vochthoudend,Halfschaduw,Groen,,Cupressaceae,Jeneverbes,Juniperus,,Tuin thema's en Meer,Ja,Neutraal tot basisch,,,,,,,,,7-9,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
356,YAR3957,10,Ja,,Droog-vochthoudend,Halfschaduw / zon,Groen,,Cupressaceae,Jeneverbes,Juniperus,3,Tuin thema's en Meer,,,,,,,,,,,7-9,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
357,YAR57,150,Ja,,Droog-vochthoudend,Lichte schaduw / zon,Blauw,,Cupressaceae,Jeneverbes,Juniperus,,Tuin thema's en Meer,,Neutraal tot basisch,,,,,,,,,7-9,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
358,YAR3956,100,Ja,,Droog-vochthoudend,Halfschaduw / zon,"Groen, Geel",,Cupressaceae,Jeneverbes,Juniperus,3,Tuin thema's en Meer,,,,,,,,,,,7-9,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
359,YAR830,350,Ja,,Droog-vochthoudend,Zon,"Blauw, Grijs",,Cupressaceae,Juniperus,Juniperus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
360,YAR1311,500,Ja,,Droog-vochthoudend,Lichte schaduw / zon,Blauw,,Cupressaceae,Chinese jeneverbes,Juniperus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
361,YAR884,30,Ja,,Droog-vochthoudend,Lichte schaduw / zon,"Groen, Blauw",,Cupressaceae,"Juniperus, Jeneverbes",Juniperus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
362,YAR833,25,Ja,,Droog-vochthoudend,Lichte schaduw / zon,"Blauw, Grijs",,Cupressaceae,"Juniperus, Jeneverbes",Juniperus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
363,YAR2663,50,Ja,,Droog-vochthoudend,Lichte schaduw / zon,"Groen, Blauw",,Cupressaceae,Juniperus,Juniperus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
364,YAR648,200,Ja,,Droog-vochthoudend,Lichte schaduw / zon,Geel,,Cupressaceae,Jeneverbes,Juniperus,,Tuin thema's en Meer,,Neutraal tot basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
365,YAR4085,180,Nee,"Mei, Juni",Vochthoudend,"Halfschaduw, Zon",Groen,"Geel, Groen",Celastraceae,Kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
366,YAR3219,150,Nee,"Mei, Juni",Vochthoudend,Halfschaduw / zon,Groen,"Geel, Groen",Celastraceae,Kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
367,YAR299,50,Ja,,Vochthoudend-vochtig,Lichte / halfschaduw,"Groen, Geel",,Celastraceae,Kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,5.5-8,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
368,YAR1531,35,Ja,,Vochthoudend-vochtig,Lichte / halfschaduw,"Groen, Wit",,Celastraceae,Kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
369,YAR2938,150,Nee,"Mei, Juni",Vochthoudend,Halfschaduw,"Groen, Rood",Groen,Celastraceae,Kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Neutraal,,,,,,,,,7-8,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
370,YAR1746,350,Nee,"Mei, Juni",Vochthoudend-vochtig,Halfschaduw / zon,Groen,Roze,Celastraceae,Kardinaalsmuts,Euonymus,,Tuin thema's en Meer,,Neutraal tot basisch,,,,"Maart, April",,,,,7-9,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
