,ID,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
314,314,IJzerhard Verbena Romance Scarlet,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni Mei,BladGroen,BloemRood,NietWintergroen,30,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1560_src.jpg"
315,315,Ierse taxus Taxus baccata Fastigiata,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,April Mei,BladGroen,,Wintergroen,250,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1285_src.jpg"
316,316,Ijzerhard Verbena,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladGroen,BloemLila,NietWintergroen,150,Zon,Droog,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20200611-152914.jpg"
317,317,Ijzerhard Verbena Bonariensis,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus September Oktober,BladGroen,BloemLila,NietWintergroen,150,Zon,Droog,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Ijzerhard-Verbena-Bonariensis_Easy-Resize.com.jpg"
318,318,Ijzerhard Verbena bonariensis Sprinter,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Augustus Mei Juni Juli,BladGroen,BloemWit BloemRood,NietWintergroen,30,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1790_src.jpg"
319,319,Japanse Dwergaster Aster ageratoides Harry Schmidt,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGroen,BloemPaars BloemBlauw,NietWintergroen,80,Zon,Droog vochthoudend,Geen,De plant heeft weinig speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Screenshot_20210827-135330_Drive.jpg"
320,320,Japanse Esdoorn Acer japonicum Aconitifolium,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen,,NietWintergroen,300,Lichteschaduw Zon,Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-Esdoorn-Acer-Japonicum-Aconitifolium.jpg"
321,321,Japanse Esdoorn Acer palmatum Atropurpureum,Bomen,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladBruin BladRood,,NietWintergroen,400,"Halfschaduw, Zon",Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-Esdoorn-Acer-palmatum-'Atropurpureum'-kopen.jpg"
322,322,Japanse Esdoorn Acer palmatum Bloodgood,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladBruin BladRood,,NietWintergroen,400,Lichteschaduw Zon,Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-Esdoorn-Acer-palmatum-Bloodgood.jpg"
323,323,Japanse Esdoorn Acer palmatum Burgundy Lace,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladBruin BladRood,,NietWintergroen,300,Lichteschaduw Zon,Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_398_src.jpg"
324,324,Japanse Esdoorn Acer palmatum Butterfly,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladWit,,NietWintergroen,300,Lichteschaduw Zon,Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2411_src.jpg"
325,325,Japanse Esdoorn Acer palmatum Crimson Queen,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladBruin BladRood,,NietWintergroen,300,Lichteschaduw Zon,Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2407_src.jpg"
326,326,Japanse Esdoorn Acer palmatum Dissectum,Bomen,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen,,NietWintergroen,300,Halfschaduw,Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/acer-esdoorn-dissectum.jpg"
327,327,Japanse Esdoorn Acer palmatum Garnet,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladRood,,NietWintergroen,125,"Halfschaduw, Zon",Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Garnet-japanse-esdoorn-tuinplant.png"
328,328,Japanse Esdoorn Acer palmatum Inaba shidare,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladBruin BladRood,,NietWintergroen,400,Lichteschaduw Zon,Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2416_src.jpg"
329,329,Japanse Esdoorn Acer palmatum Ornatum,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladBruin BladRood,,NietWintergroen,200,Lichteschaduw Zon,Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3734_src.jpg"
330,330,Japanse Esdoorn Acer palmatum Osakazuki,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen,,NietWintergroen,400,Lichteschaduw Zon,Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/no-image-available-small_30.jpg"
331,331,Japanse Esdoorn Acer palmatum Sangokaku,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen,,NietWintergroen,400,"Halfschaduw, Zon",Vochthoudend vochtig,Laag,De plant zo weinig mogelijk snoeien.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Acer-palmatum-Sangokaku-bladkleur-esdoorn-struik.png"
332,332,japanse sleutelbloem primula japonica miller s crimson/,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemRoze BloemRood,NietWintergroen,60,Halfschaduw,Vochthoudend,Hoog,"De plant vergt op zandgronden wel werk, omdat de grond nooit te droog of te nat mag zijn. Deze grondsoort moet eerst met klei vermengd worden en daarna worden bedekt met organisch materiaal, zodat de vochtigheid op peil blijft.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_413_src.jpg"
333,333,Japanse Sneeuwbal Viburnum plicatum Mariesii,Heesters en Struiken,GeenVogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,150,Lichteschaduw Halfschaduw,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2508_src.jpg"
334,334,Japanse duizendknoop Fallopia japonica,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Augustus September Oktober,BladGroen,BloemRoze,NietWintergroen,200,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3302_src.jpg"
335,335,Japanse duizendknoop Fallopia japonica var compacta,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Oktober September Augustus,BladGroen,BloemRoze BloemRood,NietWintergroen,60,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3917_src.jpg"
336,336,Japanse kardinaalsmuts Euonymus fortunei Emerald Gaiety,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGrijs BladGemengd,,Wintergroen,125,Lichte schaduw,Vochthoudend,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Bonte-kardinaalsmuts.jpg"
337,337,Japanse kardinaalsmuts Euonymus fortunei Emerald n Gold,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGemengd,,Wintergroen,50,Lichteschaduw Halfschaduw,Vochthoudend vochtig,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1573_src.jpg"
338,338,japanse kardinaalsmuts euonymus fortunei emerald n gold/,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGemengd,,Wintergroen,50,Lichteschaduw Halfschaduw,Vochthoudend vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-kardinaalsmuts-gele-bladeren-tuinplant.png"
339,339,Japanse kardinaalsmuts Euonymus fortunei Minimus,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen,,Wintergroen,10,Zon,Droog,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3523_src.jpg"
340,340,Japanse kardinaalsmuts Euonymus fortunei Tustin,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen BladGrijs,,Wintergroen,30,Lichteschaduw Halfschaduw,Vochthoudend vochtig,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2587_src.jpg"
341,341,Japanse larix Larix kaempferi Diana,Heesters en Struiken,GeenVogels,GeenBijen,GeenVlinders,GeenEgels,Eekhoorns,,BladGroen,,NietWintergroen,500,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1698_src.jpg"
342,342,Japanse larix Larix kaempferi Nana,Heesters en Struiken,GeenVogels,GeenBijen,GeenVlinders,GeenEgels,Eekhoorns,,BladGroen,,NietWintergroen,50,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4100_src.jpg"
343,343,Japanse larix Larix kaempferi Pendula,Heesters en Struiken,GeenVogels,GeenBijen,GeenVlinders,GeenEgels,Eekhoorns,,BladGroen,,NietWintergroen,600,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2790_src.jpg"
344,344,Japanse sierkers Prunus serrulata Taihaku,Bomen,Vogels,Bijen,Vlinders,GeenEgels,Eekhoorns,April,BladGroen,BloemRoze,NietWintergroen,500,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De boom hoeft niet echt gesnoeid te worden. Om de boom in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de boom te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-sierkers-bloesem-vroegbloeiende-boom.jpg"
345,345,Japanse sneeuwbal Viburnum Plicatum,Heesters en Struiken,GeenVogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,200,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2444_src.jpg"
346,346,Japanse sneeuwbal Viburnum plicatum Watanabe,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Mei Juni Augustus September,BladGroen,BloemWit,NietWintergroen,100,Lichteschaduw Halfschaduw,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2678_src.jpg"
347,347,Japanse wijnbes Rubus phoenicoelasius,Fruitstruiken en moestuinplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemRoze,NietWintergroen,200,"Halfschaduw, Zon",Droog vochthoudend,Gemiddeld,De plant snoeien indien gewenst.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/JapanseWijnbes.jpeg"
348,348,Japanse wijnstok Vitis coignetiae,Klimplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen BladRood,,Wintergroen,1000,Halfschaduw,Vochthoudend,Gemiddeld,"De plant  hoeft niet gesnoeid te worden, maar het kan wel. De zwaarste takken kunnen in november/december verwijderd worden. Uitbundig groeiende zijtakken kunnen ook in het groeiseizoen gesnoeid worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_473_src.jpg"
349,349,Japanse zuurbes Berberis thunbergii,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladBruin BladRood,BloemGeel,NietWintergroen,30,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/20200418_181405.jpg"
350,350,Japanse zuurbes Berberis thunbergii Atropurpurea,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladRood BladPaars,BloemGeel,NietWintergroen,150,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/zuurbes-haag.png"
351,351,Japanse zuurbes Berberis thunbergii Atropurpurea Nana,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladRood BladPaars,BloemGeel,NietWintergroen,100,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3351_src.jpg"
352,352,Japanse zuurbes Berberis thunbergii Helmond Pillar,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladBruin BladRood,BloemGeel,NietWintergroen,150,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1407_src.jpg"
353,353,Japanse zuurbes Berberis thunbergii Kobold,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemGeel,NietWintergroen,50,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_301_src.jpg"
354,354,Japanse zuurbes Berberis thunbergii Rose Glow,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladRoze BladRood,BloemGeel,NietWintergroen,125,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4090_src.jpg"
355,355,Jeneverbes Juniperus communis Arnold,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen,,Wintergroen,350,Halfschaduw,Droog vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG_20200315_150228.jpg"
356,356,Jeneverbes Juniperus communis Green Carpet,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen,,Wintergroen,10,"Halfschaduw, zon",Droog vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG-20200517-WA0002-1.jpg"
