,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
305,Hortensia-Hydrangea-macrophylla-Veitchii,Heesters en Struiken,,Ja,Ja,,,"September, Augustus, Juli, Juni",Groen,"Wit, Blauw",Nee,100,"Halfschaduw, Schaduw",Vochthoudend-vochtig,Hoog,Om de struik te verjongen een aantal oude takken (maximaal 1/3 van alle takken) verwijderen door deze tot op 10 cm boven de grond af te knippen. De oude takken zijn te herkennen aan de lichtere kleur hout. Hierdoor groeien er vanaf de afgeknipte takken weer nieuwe scheuten die het volgende jaar weer bloemen geven. Ook de uitgebloeide bloemen kunnen in het voorjaar weggeknipt worden tot aan het punt waar een goede knop te zien is.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Hortensia-blauwe-schermen.png']"
306,Hortensia-Hydrangea-serrata-Blue-deckle,Heesters en Struiken,,Ja,Ja,Ja,,"Juli, Augustus, September",Groen,"Roze, Blauw",Nee,100,Lichte / halfschaduw,Vochthoudend-vochtig,Hoog,Om de struik te verjongen een aantal oude takken (maximaal 1/3 van alle takken) verwijderen door deze tot op 10 cm boven de grond af te knippen. De oude takken zijn te herkennen aan de lichtere kleur hout. Hierdoor groeien er vanaf de afgeknipte takken weer nieuwe scheuten die het volgende jaar weer bloemen geven. Ook de uitgebloeide bloemen kunnen in het voorjaar weggeknipt worden tot aan het punt waar een goede knop te zien is.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1076_src.jpg']"
307,Hortensia-Hydrangea-serrata-Bluebird,Heesters en Struiken,,Ja,Ja,Ja,,Juli,Groen,Blauw,Nee,125,Lichte / halfschaduw,Vochthoudend-vochtig,Hoog,Om de struik te verjongen een aantal oude takken (maximaal 1/3 van alle takken) verwijderen door deze tot op 10 cm boven de grond af te knippen. De oude takken zijn te herkennen aan de lichtere kleur hout. Hierdoor groeien er vanaf de afgeknipte takken weer nieuwe scheuten die het volgende jaar weer bloemen geven. Ook de uitgebloeide bloemen kunnen in het voorjaar weggeknipt worden tot aan het punt waar een goede knop te zien is.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_178_src.jpg']"
308,Hortensia-scherm-Hydrangea-macrophylla-Mariesii-Lilacina,Heesters en Struiken,,Ja,Ja,,,"Juli, Augustus",Groen,Roze,Nee,150,Halfschaduw,Vochthoudend-vochtig,Hoog,Om de struik te verjongen een aantal oude takken (maximaal 1/3 van alle takken) verwijderen door deze tot op 10 cm boven de grond af te knippen. De oude takken zijn te herkennen aan de lichtere kleur hout. Hierdoor groeien er vanaf de afgeknipte takken weer nieuwe scheuten die het volgende jaar weer bloemen geven. Ook de uitgebloeide bloemen kunnen in het voorjaar weggeknipt worden tot aan het punt waar een goede knop te zien is.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Schermhortensia-roze-bloemen.png']"
309,Hulst-Ilex-altaclerensis-Camelliifolia,Haagplanten,Ja,,,,,"April, Mei",Groen,wit,Ja,600,Lichte schaduw,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2643_src.jpg']"
310,Hyssop-Hyssopus-officinalis,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,"Blauw, Paars",Ja,50,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Hyssop-Hyssopus-officinalis.png']"
311,Hyssop-Hyssopus-officinalis-Albus,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Wit,Ja,50,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1035_src.jpg']"
312,IJzerhard-Verbena-Romance-Carmine-with-Eye,Borderplanten,,Ja,Ja,,,"Augustus, Juli, Juni, Mei",Groen,"Wit, Rood",Nee,30,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2298_src.jpg']"
313,IJzerhard-Verbena-Romance-Pink,Borderplanten,,Ja,Ja,,,"Augustus, Juli, Juni, Mei",Groen,Roze,Nee,30,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_236_src.jpg']"
314,IJzerhard-Verbena-Romance-Scarlet,Borderplanten,,Ja,Ja,,,"Augustus, Juli, Juni, Mei",Groen,Rood,Nee,30,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1560_src.jpg']"
315,Ierse-taxus-Taxus-baccata-Fastigiata,Heesters en Struiken,Ja,,,,,"April, Mei",Groen,,Ja,250,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1285_src.jpg']"
316,Ijzerhard-Verbena,Borderplanten,,Ja,Ja,,,"Juli, Augustus",Groen,Lila,Nee,150,Zon,Droog,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20200611-152914.jpg']"
317,Ijzerhard-Verbena-Bonariensis,Borderplanten,Ja,Ja,Ja,,,"Juli, Augustus, September, Oktober",Groen,Lila,Nee,150,Zon,Droog,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Ijzerhard-Verbena-Bonariensis_Easy-Resize.com.jpg']"
318,Ijzerhard-Verbena-bonariensis-Sprinter,Borderplanten,Ja,,,,,"Augustus, Mei, Juni, Juli",Groen,"Wit, Rood",Nee,30,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1790_src.jpg']"
319,Japanse-Dwergaster-Aster-ageratoides-Harry-Schmidt,Borderplanten,,Ja,Ja,,,"September, Oktober",Groen,"Paars, Blauw",Nee,80,Zon,Droog-vochthoudend,Geen,De plant heeft weinig speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Screenshot_20210827-135330_Drive.jpg']"
320,Japanse-Esdoorn-Acer-japonicum-Aconitifolium,Heesters en Struiken,Ja,,,,,,Groen,,Nee,300,Lichte schaduw / zon,Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-Esdoorn-Acer-Japonicum-Aconitifolium.jpg']"
321,Japanse-Esdoorn-Acer-palmatum-Atropurpureum,Bomen,Ja,,,,,,"Bruin, Rood",,Nee,400,"Halfschaduw, Zon",Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-Esdoorn-Acer-palmatum-'Atropurpureum'-kopen.jpg""]"
322,Japanse-Esdoorn-Acer-palmatum-Bloodgood,Heesters en Struiken,Ja,,,,,,"Bruin, Rood",,Nee,400,Lichte schaduw / zon,Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-Esdoorn-Acer-palmatum-Bloodgood.jpg']"
323,Japanse-Esdoorn-Acer-palmatum-Burgundy-Lace,Heesters en Struiken,Ja,,,,,,"Bruin, Rood",,Nee,300,Lichte schaduw / zon,Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_398_src.jpg']"
324,Japanse-Esdoorn-Acer-palmatum-Butterfly,Heesters en Struiken,Ja,,,,,,Wit,,Nee,300,Lichte schaduw / zon,Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2411_src.jpg']"
325,Japanse-Esdoorn-Acer-palmatum-Crimson-Queen,Heesters en Struiken,Ja,,,,,,"Bruin, Rood",,Nee,300,Lichte schaduw / zon,Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2407_src.jpg']"
326,Japanse-Esdoorn-Acer-palmatum-Dissectum,Bomen,Ja,,,,,,Groen,,Nee,300,Halfschaduw,Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/acer-esdoorn-dissectum.jpg']"
327,Japanse-Esdoorn-Acer-palmatum-Garnet,Heesters en Struiken,Ja,,,,,,Rood,,Nee,125,"Halfschaduw, Zon",Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Garnet-japanse-esdoorn-tuinplant.png']"
328,Japanse-Esdoorn-Acer-palmatum-Inaba-shidare,Heesters en Struiken,Ja,,,,,,"Bruin, Rood",,Nee,400,Lichte schaduw / zon,Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2416_src.jpg']"
329,Japanse-Esdoorn-Acer-palmatum-Ornatum,Heesters en Struiken,Ja,,,,,,"Bruin, Rood",,Nee,200,Lichte schaduw / zon,Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3734_src.jpg']"
330,Japanse-Esdoorn-Acer-palmatum-Osakazuki,Heesters en Struiken,Ja,,,,,,Groen,,Nee,400,Lichte schaduw / zon,Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/no-image-available-small_30.jpg']"
331,Japanse-Esdoorn-Acer-palmatum-Sangokaku,Heesters en Struiken,Ja,,,,,,Groen,,Nee,400,"Halfschaduw, Zon",Vochthoudend-vochtig,Laag,De plant zo weinig mogelijk snoeien.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Acer-palmatum-Sangokaku-bladkleur-esdoorn-struik.png']"
332,japanse-sleutelbloem-primula-japonica-miller-s-crimson/,Borderplanten,,Ja,Ja,,,"Mei, Juni",Groen,"Roze, Rood",Nee,60,Halfschaduw,Vochthoudend,Hoog,"De plant vergt op zandgronden wel werk, omdat de grond nooit te droog of te nat mag zijn. Deze grondsoort moet eerst met klei vermengd worden en daarna worden bedekt met organisch materiaal, zodat de vochtigheid op peil blijft.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_413_src.jpg']"
333,Japanse-Sneeuwbal-Viburnum-plicatum-Mariesii,Heesters en Struiken,,,Ja,,,"Mei, Juni",Groen,Wit,Nee,150,Lichte / halfschaduw,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2508_src.jpg']"
334,Japanse-duizendknoop-Fallopia-japonica,Borderplanten,Ja,,,,,"Augustus, September, Oktober",Groen,Roze,Nee,200,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3302_src.jpg']"
335,Japanse-duizendknoop-Fallopia-japonica-var-compacta,Borderplanten,Ja,,,,,"Oktober, September, Augustus",Groen,"Roze, Rood",Nee,60,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3917_src.jpg']"
336,Japanse-kardinaalsmuts-Euonymus-fortunei-Emerald-Gaiety,Heesters en Struiken,Ja,,,,,,"Grijs, Gemengd",,Ja,125,Lichte schaduw,Vochthoudend,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Bonte-kardinaalsmuts.jpg']"
337,Japanse-kardinaalsmuts-Euonymus-fortunei-Emerald-n-Gold,Heesters en Struiken,Ja,,,,,,Gemengd,,Ja,50,Lichte / halfschaduw,Vochthoudend-vochtig,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1573_src.jpg']"
338,japanse-kardinaalsmuts-euonymus-fortunei-emerald-n-gold/,Heesters en Struiken,Ja,,,,,,Gemengd,,Ja,50,Lichte / halfschaduw,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-kardinaalsmuts-gele-bladeren-tuinplant.png']"
339,Japanse-kardinaalsmuts-Euonymus-fortunei-Minimus,Heesters en Struiken,Ja,,,,,,Groen,,Ja,10,Zon,Droog,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3523_src.jpg']"
340,Japanse-kardinaalsmuts-Euonymus-fortunei-Tustin,Heesters en Struiken,Ja,,,,,,"Groen, Grijs",,Ja,30,Lichte / halfschaduw,Vochthoudend-vochtig,Laag,"De plant heeft nauwelijks snoei nodig, maar kan dit wel goed verdragen.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2587_src.jpg']"
341,Japanse-larix-Larix-kaempferi-Diana,Heesters en Struiken,,,,,Ja,,Groen,,Nee,500,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1698_src.jpg']"
342,Japanse-larix-Larix-kaempferi-Nana,Heesters en Struiken,,,,,Ja,,Groen,,Nee,50,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4100_src.jpg']"
343,Japanse-larix-Larix-kaempferi-Pendula,Heesters en Struiken,,,,,Ja,,Groen,,Nee,600,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2790_src.jpg']"
344,Japanse-sierkers-Prunus-serrulata-Taihaku,Bomen,Ja,Ja,Ja,,Ja,April,Groen,Roze,Nee,500,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De boom hoeft niet echt gesnoeid te worden. Om de boom in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de boom te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Japanse-sierkers-bloesem-vroegbloeiende-boom.jpg']"
345,Japanse-sneeuwbal-Viburnum-Plicatum,Heesters en Struiken,,,Ja,,,"Mei, Juni",Groen,Wit,Nee,200,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2444_src.jpg']"
346,Japanse-sneeuwbal-Viburnum-plicatum-Watanabe,Heesters en Struiken,,Ja,Ja,,,"Mei, Juni, Augustus, September",Groen,Wit,Nee,100,Lichte / halfschaduw,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2678_src.jpg']"
347,Japanse-wijnbes-Rubus-phoenicoelasius,Fruitstruiken en moestuinplanten,Ja,,,,,"Mei, Juni",Groen,Roze,Nee,200,"Halfschaduw, Zon",Droog-vochthoudend,Gemiddeld,De plant snoeien indien gewenst.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/JapanseWijnbes.jpeg']"
348,Japanse-wijnstok-Vitis-coignetiae,Klimplanten,Ja,,,,,,"Groen, Rood",,Ja,1000,Halfschaduw,Vochthoudend,Gemiddeld,"De plant  hoeft niet gesnoeid te worden, maar het kan wel. De zwaarste takken kunnen in november/december verwijderd worden. Uitbundig groeiende zijtakken kunnen ook in het groeiseizoen gesnoeid worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_473_src.jpg']"
349,Japanse-zuurbes-Berberis-thunbergii,Heesters en Struiken,Ja,,,,,"Mei, Juni","Bruin, Rood",Geel,Nee,30,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/20200418_181405.jpg']"
350,Japanse-zuurbes-Berberis-thunbergii-Atropurpurea,Heesters en Struiken,Ja,,,,,"Mei, Juni","Rood, Paars",Geel,Nee,150,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/zuurbes-haag.png']"
351,Japanse-zuurbes-Berberis-thunbergii-Atropurpurea-Nana,Heesters en Struiken,Ja,,,,,"Mei, Juni","Rood, Paars",Geel,Nee,100,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3351_src.jpg']"
352,Japanse-zuurbes-Berberis-thunbergii-Helmond-Pillar,Heesters en Struiken,Ja,,,,,"Mei, Juni","Bruin, Rood",Geel,Nee,150,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1407_src.jpg']"
353,Japanse-zuurbes-Berberis-thunbergii-Kobold,Heesters en Struiken,Ja,,,,,"Mei, Juni",Groen,Geel,Nee,50,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_301_src.jpg']"
354,Japanse-zuurbes-Berberis-thunbergii-Rose-Glow,Heesters en Struiken,Ja,,,,,"Mei, Juni","Roze, Rood",Geel,Nee,125,Lichte schaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4090_src.jpg']"
355,Jeneverbes-Juniperus-communis-Arnold,Heesters en Struiken,Ja,,,,,,Groen,,Ja,350,Halfschaduw,Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG_20200315_150228.jpg']"
